year,site,id,sp,nr,date_pl_f,ln_pl_f,hrb_max,srv,hght,sht_wt,infl_n,grass,forb,leg,cover,tri,consp,cong,freq,barb,bif,fuc,gra,mac,mdn,tr_dis,p_dis,s_grass,s_forb,s_leg,s_cover,s_tri,s_consp,s_cong,s_freq,s_barb,s_bif,s_fuc,s_gra,s_mac,s_mdn,s_tr_dis,s_p_dis,tec,pH,org,bray.p,ca,mg,k,na,fe,exch.n,sand,pc1,pc2,pc3,pc4,flag,flag.reason
2015,barb a,177,barb,nbr pres,12/8/2014,3,80,0,NA,NA,0,10,20,0,30,0,0,0,NA,0,0,0,0,0,0,NA,NA,19.25531915,53.19148936,0.425531915,72.87234043,1.276595745,1.234042553,0.042553191,0.966666666,1.234042553,0,0.042553191,0,0,0,0.203194419,0.020057372,15.69,5.6,10.63,8,826,556,281,230,233,6.1,92.11,-36.20901472,-58.89121978,-72.43495931,8.944014416,NA,
2015,barb a,178,barb,nbr rm,12/8/2014,3,75,1,3.4,0.0088,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,19.25531915,53.19148936,0.425531915,72.87234043,1.276595745,1.234042553,0.042553191,0.966666666,1.234042553,0,0.042553191,0,0,0,0.203194419,0.020057372,15.69,5.6,10.63,8,826,556,281,230,233,6.1,92.11,-36.20901472,-58.89121978,-72.43495931,8.944014416,NA,
2015,barb b,193,barb,nbr pres,12/8/2014,3,NA,0,NA,NA,0,80,30,0,110,3,1,2,0.333333333,1,1,0,0,0,1,1.095716511,0.866980118,51.875,34.6875,2.291666667,88.85416667,2.083333333,0.416666667,1.666666667,0.2,0.416666667,0.666666667,0,0.083333333,0.041666667,0.875,1.906315925,1.040376142,17.26,5.7,15.04,19,1049,625,267,217,213,4.1,63.48,-82.36025801,-114.9780234,33.80821339,38.58857008,NA,
2015,barb b,194,barb,nbr rm,1/20/2015,3,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,51.875,34.6875,2.291666667,88.85416667,2.083333333,0.416666667,1.666666667,0.2,0.416666667,0.666666667,0,0.083333333,0.041666667,0.875,1.906315925,1.040376142,17.26,5.7,15.04,19,1049,625,267,217,213,4.1,63.48,-82.36025801,-114.9780234,33.80821339,38.58857008,NA,
2015,barb b,209,barb,nbr pres,12/8/2014,1,0,0,NA,NA,0,60,30,0,90,4,0,4,0,0,4,0,0,0,0,1.358270622,1.300470177,51.875,34.6875,2.291666667,88.85416667,2.083333333,0.416666667,1.666666667,0.2,0.416666667,0.666666667,0,0.083333333,0.041666667,0.875,1.906315925,1.040376142,17.26,5.7,15.04,19,1049,625,267,217,213,4.1,63.48,-82.36025801,-114.9780234,33.80821339,38.58857008,1,questionable id
2015,barb b,210,barb,nbr rm,12/8/2014,1,25,1,3.9,0.0098,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,51.875,34.6875,2.291666667,88.85416667,2.083333333,0.416666667,1.666666667,0.2,0.416666667,0.666666667,0,0.083333333,0.041666667,0.875,1.906315925,1.040376142,17.26,5.7,15.04,19,1049,625,267,217,213,4.1,63.48,-82.36025801,-114.9780234,33.80821339,38.58857008,NA,
2015,barb b,225,barb,nbr pres,12/8/2014,4,0,0,NA,NA,0,70,10,0,80,0,0,0,NA,0,0,0,0,0,0,NA,NA,51.875,34.6875,2.291666667,88.85416667,2.083333333,0.416666667,1.666666667,0.2,0.416666667,0.666666667,0,0.083333333,0.041666667,0.875,1.906315925,1.040376142,17.26,5.7,15.04,19,1049,625,267,217,213,4.1,63.48,-82.36025801,-114.9780234,33.80821339,38.58857008,NA,
2015,barb b,226,barb,nbr rm,12/8/2014,3,10,1,1.2,0.0055,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,51.875,34.6875,2.291666667,88.85416667,2.083333333,0.416666667,1.666666667,0.2,0.416666667,0.666666667,0,0.083333333,0.041666667,0.875,1.906315925,1.040376142,17.26,5.7,15.04,19,1049,625,267,217,213,4.1,63.48,-82.36025801,-114.9780234,33.80821339,38.58857008,NA,
2015,barb b,241,barb,nbr pres,12/8/2014,0,0,1,1,0.0056,0,70,10,0,80,3,2,1,0.666666667,2,0,0,0,0,1,0.642959637,0.433490059,51.875,34.6875,2.291666667,88.85416667,2.083333333,0.416666667,1.666666667,0.2,0.416666667,0.666666667,0,0.083333333,0.041666667,0.875,1.906315925,1.040376142,17.26,5.7,15.04,19,1049,625,267,217,213,4.1,63.48,-82.36025801,-114.9780234,33.80821339,38.58857008,NA,
2015,barb b,242,barb,nbr rm,12/8/2014,2,40,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,51.875,34.6875,2.291666667,88.85416667,2.083333333,0.416666667,1.666666667,0.2,0.416666667,0.666666667,0,0.083333333,0.041666667,0.875,1.906315925,1.040376142,17.26,5.7,15.04,19,1049,625,267,217,213,4.1,63.48,-82.36025801,-114.9780234,33.80821339,38.58857008,NA,
2015,barb b,257,barb,nbr pres,12/8/2014,0,0,0,NA,NA,0,80,20,5,105,1,0,1,0,0,0,0,0,0,1,1.928878912,1.300470177,51.875,34.6875,2.291666667,88.85416667,2.083333333,0.416666667,1.666666667,0.2,0.416666667,0.666666667,0,0.083333333,0.041666667,0.875,1.906315925,1.040376142,17.26,5.7,15.04,19,1049,625,267,217,213,4.1,63.48,-82.36025801,-114.9780234,33.80821339,38.58857008,NA,
2015,barb b,258,barb,nbr rm,12/8/2014,1,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,51.875,34.6875,2.291666667,88.85416667,2.083333333,0.416666667,1.666666667,0.2,0.416666667,0.666666667,0,0.083333333,0.041666667,0.875,1.906315925,1.040376142,17.26,5.7,15.04,19,1049,625,267,217,213,4.1,63.48,-82.36025801,-114.9780234,33.80821339,38.58857008,NA,
2015,barb b,273,barb,nbr pres,12/8/2014,2,100,0,NA,NA,0,40,50,5,95,7,0,7,0,0,6,0,0,0,1,1.439786092,1.300470177,51.875,34.6875,2.291666667,88.85416667,2.083333333,0.416666667,1.666666667,0.2,0.416666667,0.666666667,0,0.083333333,0.041666667,0.875,1.906315925,1.040376142,17.26,5.7,15.04,19,1049,625,267,217,213,4.1,63.48,-82.36025801,-114.9780234,33.80821339,38.58857008,NA,
2015,barb b,274,barb,nbr rm,1/20/2015,2,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,51.875,34.6875,2.291666667,88.85416667,2.083333333,0.416666667,1.666666667,0.2,0.416666667,0.666666667,0,0.083333333,0.041666667,0.875,1.906315925,1.040376142,17.26,5.7,15.04,19,1049,625,267,217,213,4.1,63.48,-82.36025801,-114.9780234,33.80821339,38.58857008,NA,
2015,bif a,1057,barb,nbr pres,12/18/2014,3,0,1,1.1,0.0066,0,0,50,0,50,0,0,0,NA,0,0,0,0,0,0,NA,NA,18.125,57.8125,7.1875,83.125,2.833333333,0,2.833333333,0,0,1.625,0,0.520833333,0.583333333,0.104166667,2.526838329,1.300470177,13.84,5.8,11.94,12,1000,492,203,118,135,5.3,93.33,142.9403818,-75.12889482,2.495379396,-11.73968401,NA,
2015,bif a,1058,barb,nbr rm,1/20/2015,2,0,1,1.1,0.003,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,18.125,57.8125,7.1875,83.125,2.833333333,0,2.833333333,0,0,1.625,0,0.520833333,0.583333333,0.104166667,2.526838329,1.300470177,13.84,5.8,11.94,12,1000,492,203,118,135,5.3,93.33,142.9403818,-75.12889482,2.495379396,-11.73968401,NA,
2015,bif a,1073,barb,nbr pres,12/18/2014,2,0,1,2.1,0.0055,0,20,75,10,105,2,0,2,0,0,0,0,1,1,0,3.055140909,1.300470177,18.125,57.8125,7.1875,83.125,2.833333333,0,2.833333333,0,0,1.625,0,0.520833333,0.583333333,0.104166667,2.526838329,1.300470177,13.84,5.8,11.94,12,1000,492,203,118,135,5.3,93.33,142.9403818,-75.12889482,2.495379396,-11.73968401,NA,
2015,bif a,1074,barb,nbr rm,12/18/2014,3,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,18.125,57.8125,7.1875,83.125,2.833333333,0,2.833333333,0,0,1.625,0,0.520833333,0.583333333,0.104166667,2.526838329,1.300470177,13.84,5.8,11.94,12,1000,492,203,118,135,5.3,93.33,142.9403818,-75.12889482,2.495379396,-11.73968401,1,burried
2015,bif a,1089,barb,nbr pres,12/18/2014,3,0,0,NA,NA,0,10,70,15,95,1,0,1,0,0,1,0,0,0,0,1.358270622,1.300470177,18.125,57.8125,7.1875,83.125,2.833333333,0,2.833333333,0,0,1.625,0,0.520833333,0.583333333,0.104166667,2.526838329,1.300470177,13.84,5.8,11.94,12,1000,492,203,118,135,5.3,93.33,142.9403818,-75.12889482,2.495379396,-11.73968401,NA,
2015,bif a,1090,barb,nbr rm,12/18/2014,5,100,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,18.125,57.8125,7.1875,83.125,2.833333333,0,2.833333333,0,0,1.625,0,0.520833333,0.583333333,0.104166667,2.526838329,1.300470177,13.84,5.8,11.94,12,1000,492,203,118,135,5.3,93.33,142.9403818,-75.12889482,2.495379396,-11.73968401,NA,
2015,bif a,1105,barb,nbr pres,12/18/2014,3,0,1,1.4,0.0052,0,5,70,15,90,1,0,1,0,0,0,0,1,0,0,2.040621657,1.300470177,18.125,57.8125,7.1875,83.125,2.833333333,0,2.833333333,0,0,1.625,0,0.520833333,0.583333333,0.104166667,2.526838329,1.300470177,13.84,5.8,11.94,12,1000,492,203,118,135,5.3,93.33,142.9403818,-75.12889482,2.495379396,-11.73968401,NA,
2015,bif a,1106,barb,nbr rm,12/18/2014,3,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,18.125,57.8125,7.1875,83.125,2.833333333,0,2.833333333,0,0,1.625,0,0.520833333,0.583333333,0.104166667,2.526838329,1.300470177,13.84,5.8,11.94,12,1000,492,203,118,135,5.3,93.33,142.9403818,-75.12889482,2.495379396,-11.73968401,NA,
2015,bif a,1121,barb,nbr pres,12/18/2014,3,5,1,1.5,0.0061,0,10,80,5,95,3,0,3,0,0,0,0,2,1,0,2.716967825,1.300470177,18.125,57.8125,7.1875,83.125,2.833333333,0,2.833333333,0,0,1.625,0,0.520833333,0.583333333,0.104166667,2.526838329,1.300470177,13.84,5.8,11.94,12,1000,492,203,118,135,5.3,93.33,142.9403818,-75.12889482,2.495379396,-11.73968401,NA,
2015,bif a,1122,barb,nbr rm,12/18/2014,2,0,1,2.4,0.0108,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,18.125,57.8125,7.1875,83.125,2.833333333,0,2.833333333,0,0,1.625,0,0.520833333,0.583333333,0.104166667,2.526838329,1.300470177,13.84,5.8,11.94,12,1000,492,203,118,135,5.3,93.33,142.9403818,-75.12889482,2.495379396,-11.73968401,NA,
2015,bif a,1137,barb,nbr pres,1/20/2015,2,0,1,1.2,0.002,0,10,70,0,80,2,0,2,0,0,2,0,0,0,0,1.358270622,1.300470177,18.125,57.8125,7.1875,83.125,2.833333333,0,2.833333333,0,0,1.625,0,0.520833333,0.583333333,0.104166667,2.526838329,1.300470177,13.84,5.8,11.94,12,1000,492,203,118,135,5.3,93.33,142.9403818,-75.12889482,2.495379396,-11.73968401,NA,
2015,bif a,1138,barb,nbr rm,1/20/2015,2,25,1,2.2,0.0072,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,18.125,57.8125,7.1875,83.125,2.833333333,0,2.833333333,0,0,1.625,0,0.520833333,0.583333333,0.104166667,2.526838329,1.300470177,13.84,5.8,11.94,12,1000,492,203,118,135,5.3,93.33,142.9403818,-75.12889482,2.495379396,-11.73968401,NA,
2015,bif b,1153,barb,nbr pres,12/18/2014,3,0,0,NA,NA,0,50,70,0,120,3,0,3,0,0,0,0,3,0,0,2.040621657,1.300470177,64.57446809,31.91489362,1.063829787,97.55319149,1.340425532,0,1.340425532,0,0,0,0,1.255319149,0.042553191,0.042553191,2.306479885,1.300470177,14.65,5.4,19.83,16,737,468,217,163,162,4.9,89.54,-128.3901384,-8.093517097,-52.75917223,-14.22460903,NA,
2015,bif b,1154,barb,nbr rm,12/18/2014,4,15,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,64.57446809,31.91489362,1.063829787,97.55319149,1.340425532,0,1.340425532,0,0,0,0,1.255319149,0.042553191,0.042553191,2.306479885,1.300470177,14.65,5.4,19.83,16,737,468,217,163,162,4.9,89.54,-128.3901384,-8.093517097,-52.75917223,-14.22460903,NA,
2015,bif b,1169,barb,nbr pres,12/18/2014,5,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.57446809,31.91489362,1.063829787,97.55319149,1.340425532,0,1.340425532,0,0,0,0,1.255319149,0.042553191,0.042553191,2.306479885,1.300470177,14.65,5.4,19.83,16,737,468,217,163,162,4.9,89.54,-128.3901384,-8.093517097,-52.75917223,-14.22460903,NA,
2015,bif b,1170,barb,nbr rm,1/20/2015,2,0,1,0.9,6.00E-04,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,64.57446809,31.91489362,1.063829787,97.55319149,1.340425532,0,1.340425532,0,0,0,0,1.255319149,0.042553191,0.042553191,2.306479885,1.300470177,14.65,5.4,19.83,16,737,468,217,163,162,4.9,89.54,-128.3901384,-8.093517097,-52.75917223,-14.22460903,NA,
2015,bif b,1185,barb,nbr pres,12/18/2014,2,0,0,NA,NA,0,50,50,0,100,1,0,1,0,0,0,0,0,0,1,1.928878912,1.300470177,64.57446809,31.91489362,1.063829787,97.55319149,1.340425532,0,1.340425532,0,0,0,0,1.255319149,0.042553191,0.042553191,2.306479885,1.300470177,14.65,5.4,19.83,16,737,468,217,163,162,4.9,89.54,-128.3901384,-8.093517097,-52.75917223,-14.22460903,NA,
2015,bif b,1186,barb,nbr rm,12/18/2014,2,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,64.57446809,31.91489362,1.063829787,97.55319149,1.340425532,0,1.340425532,0,0,0,0,1.255319149,0.042553191,0.042553191,2.306479885,1.300470177,14.65,5.4,19.83,16,737,468,217,163,162,4.9,89.54,-128.3901384,-8.093517097,-52.75917223,-14.22460903,NA,
2015,bif b,1201,barb,nbr pres,12/18/2014,3,0,0,NA,NA,0,70,20,0,90,0,0,0,NA,0,0,0,0,0,0,NA,NA,64.57446809,31.91489362,1.063829787,97.55319149,1.340425532,0,1.340425532,0,0,0,0,1.255319149,0.042553191,0.042553191,2.306479885,1.300470177,14.65,5.4,19.83,16,737,468,217,163,162,4.9,89.54,-128.3901384,-8.093517097,-52.75917223,-14.22460903,NA,
2015,bif b,1202,barb,nbr rm,1/20/2015,2,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,64.57446809,31.91489362,1.063829787,97.55319149,1.340425532,0,1.340425532,0,0,0,0,1.255319149,0.042553191,0.042553191,2.306479885,1.300470177,14.65,5.4,19.83,16,737,468,217,163,162,4.9,89.54,-128.3901384,-8.093517097,-52.75917223,-14.22460903,NA,
2015,bif b,1217,barb,nbr pres,12/18/2014,4,0,0,NA,NA,0,80,30,0,110,0,0,0,NA,0,0,0,0,0,0,NA,NA,64.57446809,31.91489362,1.063829787,97.55319149,1.340425532,0,1.340425532,0,0,0,0,1.255319149,0.042553191,0.042553191,2.306479885,1.300470177,14.65,5.4,19.83,16,737,468,217,163,162,4.9,89.54,-128.3901384,-8.093517097,-52.75917223,-14.22460903,NA,
2015,bif b,1218,barb,nbr rm,1/20/2015,2,30,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,64.57446809,31.91489362,1.063829787,97.55319149,1.340425532,0,1.340425532,0,0,0,0,1.255319149,0.042553191,0.042553191,2.306479885,1.300470177,14.65,5.4,19.83,16,737,468,217,163,162,4.9,89.54,-128.3901384,-8.093517097,-52.75917223,-14.22460903,NA,
2015,bif b,1233,barb,nbr pres,12/18/2014,3,0,0,NA,NA,0,50,60,5,115,0,0,0,NA,0,0,0,0,0,0,NA,NA,64.57446809,31.91489362,1.063829787,97.55319149,1.340425532,0,1.340425532,0,0,0,0,1.255319149,0.042553191,0.042553191,2.306479885,1.300470177,14.65,5.4,19.83,16,737,468,217,163,162,4.9,89.54,-128.3901384,-8.093517097,-52.75917223,-14.22460903,NA,
2015,bif b,1234,barb,nbr rm,12/18/2014,3,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,64.57446809,31.91489362,1.063829787,97.55319149,1.340425532,0,1.340425532,0,0,0,0,1.255319149,0.042553191,0.042553191,2.306479885,1.300470177,14.65,5.4,19.83,16,737,468,217,163,162,4.9,89.54,-128.3901384,-8.093517097,-52.75917223,-14.22460903,NA,
2015,fuc a,1,barb,nbr pres,12/8/2014,1,50,1,5.2,0.002,0,20,20,0,40,1,1,0,1,1,0,0,0,0,0,0,0,33.18181818,40.45454545,1.25,74.88636364,1.863636364,0.340909091,1.522727273,0.182926829,0.340909091,0,1.522727273,0,0,0,4.980741301,0.491650215,14.75,5.7,7.26,27,916,507,200,232,250,4.8,90.65,-153.4342453,75.28966017,24.3596446,12.34900092,NA,
2015,fuc a,2,barb,nbr rm,12/17/2014,3,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,33.18181818,40.45454545,1.25,74.88636364,1.863636364,0.340909091,1.522727273,0.182926829,0.340909091,0,1.522727273,0,0,0,4.980741301,0.491650215,14.75,5.7,7.26,27,916,507,200,232,250,4.8,90.65,-153.4342453,75.28966017,24.3596446,12.34900092,NA,
2015,fuc a,17,barb,nbr pres,1/20/2015,2,50,0,NA,NA,0,10,80,0,90,3,1,2,0.333333333,1,0,2,0,0,0,3.911349337,0.401147439,33.18181818,40.45454545,1.25,74.88636364,1.863636364,0.340909091,1.522727273,0.182926829,0.340909091,0,1.522727273,0,0,0,4.980741301,0.491650215,14.75,5.7,7.26,27,916,507,200,232,250,4.8,90.65,-153.4342453,75.28966017,24.3596446,12.34900092,NA,
2015,fuc a,18,barb,nbr rm,1/20/2015,2,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,33.18181818,40.45454545,1.25,74.88636364,1.863636364,0.340909091,1.522727273,0.182926829,0.340909091,0,1.522727273,0,0,0,4.980741301,0.491650215,14.75,5.7,7.26,27,916,507,200,232,250,4.8,90.65,-153.4342453,75.28966017,24.3596446,12.34900092,NA,
2015,fuc a,33,barb,nbr pres,1/20/2015,2,0,0,NA,NA,0,30,10,0,40,2,0,2,0,0,0,2,0,0,0,5.867024005,0.601721159,33.18181818,40.45454545,1.25,74.88636364,1.863636364,0.340909091,1.522727273,0.182926829,0.340909091,0,1.522727273,0,0,0,4.980741301,0.491650215,14.75,5.7,7.26,27,916,507,200,232,250,4.8,90.65,-153.4342453,75.28966017,24.3596446,12.34900092,1,questionable id
2015,fuc a,34,barb,nbr rm,12/8/2014,2,20,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,33.18181818,40.45454545,1.25,74.88636364,1.863636364,0.340909091,1.522727273,0.182926829,0.340909091,0,1.522727273,0,0,0,4.980741301,0.491650215,14.75,5.7,7.26,27,916,507,200,232,250,4.8,90.65,-153.4342453,75.28966017,24.3596446,12.34900092,NA,
2015,fuc a,49,barb,nbr pres,12/8/2014,3,30,0,NA,NA,0,60,30,0,90,3,0,3,0,0,0,3,0,0,0,5.867024005,0.601721159,33.18181818,40.45454545,1.25,74.88636364,1.863636364,0.340909091,1.522727273,0.182926829,0.340909091,0,1.522727273,0,0,0,4.980741301,0.491650215,14.75,5.7,7.26,27,916,507,200,232,250,4.8,90.65,-153.4342453,75.28966017,24.3596446,12.34900092,NA,
2015,fuc a,50,barb,nbr rm,1/20/2015,2,100,1,1.7,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,33.18181818,40.45454545,1.25,74.88636364,1.863636364,0.340909091,1.522727273,0.182926829,0.340909091,0,1.522727273,0,0,0,4.980741301,0.491650215,14.75,5.7,7.26,27,916,507,200,232,250,4.8,90.65,-153.4342453,75.28966017,24.3596446,12.34900092,NA,
2015,fuc a,65,barb,nbr pres,1/20/2015,2,0,0,NA,NA,0,15,60,0,75,0,0,0,NA,0,0,0,0,0,0,NA,NA,33.18181818,40.45454545,1.25,74.88636364,1.863636364,0.340909091,1.522727273,0.182926829,0.340909091,0,1.522727273,0,0,0,4.980741301,0.491650215,14.75,5.7,7.26,27,916,507,200,232,250,4.8,90.65,-153.4342453,75.28966017,24.3596446,12.34900092,NA,
2015,fuc a,66,barb,nbr rm,12/8/2014,3,0,1,2,0.0215,2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,33.18181818,40.45454545,1.25,74.88636364,1.863636364,0.340909091,1.522727273,0.182926829,0.340909091,0,1.522727273,0,0,0,4.980741301,0.491650215,14.75,5.7,7.26,27,916,507,200,232,250,4.8,90.65,-153.4342453,75.28966017,24.3596446,12.34900092,NA,
2015,fuc a,81,barb,nbr pres,12/8/2014,2,0,0,NA,NA,0,25,70,0,95,0,0,0,NA,0,0,0,0,0,0,NA,NA,33.18181818,40.45454545,1.25,74.88636364,1.863636364,0.340909091,1.522727273,0.182926829,0.340909091,0,1.522727273,0,0,0,4.980741301,0.491650215,14.75,5.7,7.26,27,916,507,200,232,250,4.8,90.65,-153.4342453,75.28966017,24.3596446,12.34900092,NA,
2015,fuc a,82,barb,nbr rm,12/8/2014,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,33.18181818,40.45454545,1.25,74.88636364,1.863636364,0.340909091,1.522727273,0.182926829,0.340909091,0,1.522727273,0,0,0,4.980741301,0.491650215,14.75,5.7,7.26,27,916,507,200,232,250,4.8,90.65,-153.4342453,75.28966017,24.3596446,12.34900092,1,lost
2015,fuc b,289,barb,nbr pres,12/8/2014,3,0,0,NA,NA,0,25,5,0,30,0,0,0,NA,0,0,0,0,0,0,NA,NA,31.95652174,38.80434783,5.326086957,76.08695652,0.673913043,0,0.673913043,0,0,0,0.673913043,0,0,0,6.095832637,0.601721159,13.41,5.7,5.7,29,841,455,175,217,186,4.2,85.27,455.2199635,-11.1153699,2.799441219,-5.52030221,NA,
